# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = sir_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = sir.data.R
# init = 2 (Default)
# random
#   seed = 5069125
# output
#   file = mpi.3.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta,gamma,xi,delta,y.1.1,y.2.1,y.3.1,y.4.1,y.5.1,y.6.1,y.7.1,y.8.1,y.9.1,y.10.1,y.11.1,y.12.1,y.13.1,y.14.1,y.15.1,y.16.1,y.17.1,y.18.1,y.19.1,y.20.1,y.1.2,y.2.2,y.3.2,y.4.2,y.5.2,y.6.2,y.7.2,y.8.2,y.9.2,y.10.2,y.11.2,y.12.2,y.13.2,y.14.2,y.15.2,y.16.2,y.17.2,y.18.2,y.19.2,y.20.2,y.1.3,y.2.3,y.3.3,y.4.3,y.5.3,y.6.3,y.7.3,y.8.3,y.9.3,y.10.3,y.11.3,y.12.3,y.13.3,y.14.3,y.15.3,y.16.3,y.17.3,y.18.3,y.19.3,y.20.3,y.1.4,y.2.4,y.3.4,y.4.4,y.5.4,y.6.4,y.7.4,y.8.4,y.9.4,y.10.4,y.11.4,y.12.4,y.13.4,y.14.4,y.15.4,y.16.4,y.17.4,y.18.4,y.19.4,y.20.4
26369.1,1,0.00390625,3,7,0,17366.1,3.62823,5.35592,4.51241,0.0525888,7943.92,6572.58,5648.92,5017.2,4578.14,4268.51,4047.44,3888.02,3772.15,3687.41,3625.14,3579.23,3545.28,3520.13,3501.46,3487.59,3477.28,3469.61,3463.9,3459.65,44.9301,30.073,20.4044,14.0705,9.85456,6.99554,5.02152,3.63669,2.65212,1.9445,1.43153,1.05717,0.782539,0.580278,0.430866,0.320245,0.238202,0.177275,0.131986,0.0982996,2011.15,3397.35,4330.67,4968.73,5412,5724.49,5947.54,6108.34,6225.2,6310.65,6373.43,6419.72,6453.94,6479.29,6498.11,6512.08,6522.48,6530.21,6535.96,6540.25,8327.53,6728.01,5306.07,4116.61,3157.87,2403.31,1818.79,1370.89,1030.27,772.64,578.527,432.684,323.332,241.464,180.242,134.495,100.334,74.835,55.8085,41.615
26369.1,0,14.3855,0,1,1,-26368.3,3.62823,5.35592,4.51241,0.0525888,7943.92,6572.58,5648.92,5017.2,4578.14,4268.51,4047.44,3888.02,3772.15,3687.41,3625.14,3579.23,3545.28,3520.13,3501.46,3487.59,3477.28,3469.61,3463.9,3459.65,44.9301,30.073,20.4044,14.0705,9.85456,6.99554,5.02152,3.63669,2.65212,1.9445,1.43153,1.05717,0.782539,0.580278,0.430866,0.320245,0.238202,0.177275,0.131986,0.0982996,2011.15,3397.35,4330.67,4968.73,5412,5724.49,5947.54,6108.34,6225.2,6310.65,6373.43,6419.72,6453.94,6479.29,6498.11,6512.08,6522.48,6530.21,6535.96,6540.25,8327.53,6728.01,5306.07,4116.61,3157.87,2403.31,1818.79,1370.89,1030.27,772.64,578.527,432.684,323.332,241.464,180.242,134.495,100.334,74.835,55.8085,41.615
26369.1,0,2.43117,0,1,1,-26365.6,3.62823,5.35592,4.51241,0.0525888,7943.92,6572.58,5648.92,5017.2,4578.14,4268.51,4047.44,3888.02,3772.15,3687.41,3625.14,3579.23,3545.28,3520.13,3501.46,3487.59,3477.28,3469.61,3463.9,3459.65,44.9301,30.073,20.4044,14.0705,9.85456,6.99554,5.02152,3.63669,2.65212,1.9445,1.43153,1.05717,0.782539,0.580278,0.430866,0.320245,0.238202,0.177275,0.131986,0.0982996,2011.15,3397.35,4330.67,4968.73,5412,5724.49,5947.54,6108.34,6225.2,6310.65,6373.43,6419.72,6453.94,6479.29,6498.11,6512.08,6522.48,6530.21,6535.96,6540.25,8327.53,6728.01,5306.07,4116.61,3157.87,2403.31,1818.79,1370.89,1030.27,772.64,578.527,432.684,323.332,241.464,180.242,134.495,100.334,74.835,55.8085,41.615
26369.1,0,0.239791,0,1,1,-26368.8,3.62823,5.35592,4.51241,0.0525888,7943.92,6572.58,5648.92,5017.2,4578.14,4268.51,4047.44,3888.02,3772.15,3687.41,3625.14,3579.23,3545.28,3520.13,3501.46,3487.59,3477.28,3469.61,3463.9,3459.65,44.9301,30.073,20.4044,14.0705,9.85456,6.99554,5.02152,3.63669,2.65212,1.9445,1.43153,1.05717,0.782539,0.580278,0.430866,0.320245,0.238202,0.177275,0.131986,0.0982996,2011.15,3397.35,4330.67,4968.73,5412,5724.49,5947.54,6108.34,6225.2,6310.65,6373.43,6419.72,6453.94,6479.29,6498.11,6512.08,6522.48,6530.21,6535.96,6540.25,8327.53,6728.01,5306.07,4116.61,3157.87,2403.31,1818.79,1370.89,1030.27,772.64,578.527,432.684,323.332,241.464,180.242,134.495,100.334,74.835,55.8085,41.615
26369.1,0,0.0186273,0,1,1,-26368.1,3.62823,5.35592,4.51241,0.0525888,7943.92,6572.58,5648.92,5017.2,4578.14,4268.51,4047.44,3888.02,3772.15,3687.41,3625.14,3579.23,3545.28,3520.13,3501.46,3487.59,3477.28,3469.61,3463.9,3459.65,44.9301,30.073,20.4044,14.0705,9.85456,6.99554,5.02152,3.63669,2.65212,1.9445,1.43153,1.05717,0.782539,0.580278,0.430866,0.320245,0.238202,0.177275,0.131986,0.0982996,2011.15,3397.35,4330.67,4968.73,5412,5724.49,5947.54,6108.34,6225.2,6310.65,6373.43,6419.72,6453.94,6479.29,6498.11,6512.08,6522.48,6530.21,6535.96,6540.25,8327.53,6728.01,5306.07,4116.61,3157.87,2403.31,1818.79,1370.89,1030.27,772.64,578.527,432.684,323.332,241.464,180.242,134.495,100.334,74.835,55.8085,41.615
26646.7,1,0.00130482,2,3,0,-26368.3,3.61334,5.30353,4.516,0.0509818,7940.58,6552.37,5609.5,4960.14,4505.99,4183.79,3952.34,3784.39,3661.51,3571.03,3504.07,3454.33,3417.26,3389.59,3368.89,3353.38,3341.76,3333.04,3326.49,3321.57,45.7177,30.8864,21.1141,14.6547,10.3261,7.37433,5.32604,3.882,2.85005,2.1043,1.5605,1.16111,0.866162,0.647394,0.484596,0.363141,0.272357,0.204397,0.15347,0.115273,2013.71,3416.75,4369.38,5025.21,5483.68,5808.84,6042.33,6211.73,6335.64,6426.87,6494.37,6544.51,6581.87,6609.76,6630.63,6646.25,6657.97,6666.76,6673.36,6678.31,8431.09,6893.72,5499.21,4313.28,3343.63,2570.62,1964.68,1495.19,1134.35,858.634,648.84,489.693,369.239,278.22,209.53,157.737,118.712,89.3229,67.1984,50.5477
27078,1,0.00189104,2,3,0,-26653.4,3.54753,5.22055,4.59528,0.0485382,7956.63,6551.83,5582.66,4906.55,4428.39,4085.6,3836.86,3654.49,3519.65,3419.28,3344.15,3287.68,3245.09,3212.9,3188.51,3170,3155.95,3145.27,3137.14,3130.95,46.5866,32.0272,22.2025,15.5934,11.1051,8.01179,5.84545,4.30498,3.19465,2.3851,1.78922,1.34722,1.01735,0.769967,0.583745,0.443148,0.336757,0.256106,0.194886,0.148369,1996.78,3416.14,4395.14,5077.85,5560.51,5906.39,6157.3,6341.2,6477.15,6578.34,6654.06,6710.98,6753.89,6786.33,6810.91,6829.55,6843.71,6854.48,6862.67,6868.9,8601.05,7171.47,5828.7,4654.09,3670.17,2868.68,2227.9,1722.18,1326.69,1019.41,781.81,598.732,458.031,350.11,267.453,204.215,155.874,118.944,90.7449,69.2205
27779.6,1,0.00305706,2,3,0,-27103.2,3.39241,5.03331,4.72116,0.0437358,8004.66,6577.72,5561.59,4834.17,4308.24,3923.63,3639.2,3426.7,3266.54,3144.93,3052.02,2980.68,2925.69,2883.16,2850.18,2824.56,2804.62,2789.08,2776.96,2767.5,48.2114,34.3341,24.4867,17.6083,12.8025,9.41588,7.00006,5.2538,3.97526,3.02825,2.31963,1.78482,1.37827,1.06739,0.828522,0.644277,0.501719,0.391147,0.305213,0.238326,1947.13,3387.94,4413.92,5148.22,5678.95,6066.95,6353.8,6568.04,6729.48,6852.04,6945.66,7017.53,7072.93,7115.78,7148.99,7174.8,7194.88,7210.53,7222.73,7232.26,8929.89,7729,6512.55,5383.38,4389.01,3542.58,2838.34,2261.65,1794.72,1419.75,1120.46,882.651,694.343,545.619,428.392,336.133,263.609,206.652,161.952,126.89
29110.2,1,0.00530085,3,7,0,-27826.8,2.47735,4.4898,5.30451,0.0308923,8447.7,7187.07,6179.97,5382.38,4752.61,4254.89,3860.23,3545.82,3293.99,3091.19,2926.99,2793.39,2684.18,2594.55,2520.72,2459.72,2409.17,2367.18,2332.24,2303.1,44.8791,36.1069,28.691,22.6712,17.8999,14.1651,11.256,8.9902,7.21981,5.82968,4.73163,3.85881,3.16064,2.59879,2.14409,1.7742,1.47191,1.22384,1.01952,0.8507,1507.43,2776.82,3791.34,4594.95,5229.49,5730.94,6128.51,6445.19,6698.79,6902.98,7068.28,7202.75,7312.66,7402.85,7477.13,7538.51,7589.36,7631.59,7666.74,7696.05,9656.73,9122.24,8421.72,7634.18,6820.92,6025.02,5274.03,4583.52,3960.57,3406.49,2919.02,2493.72,2125.14,1807.36,1534.54,1301.12,1101.95,932.381,788.29,666.031
29462.2,1,0.00961161,2,3,0,-29141.7,1.82107,4.50832,5.25346,0.0310377,8859.55,7927.04,7167.12,6548.32,6043.86,5631.65,5293.82,5016.03,4786.83,4597.1,4439.57,4308.39,4198.88,4107.25,4030.42,3965.89,3911.6,3865.87,3827.3,3794.74,32.8583,26.8108,21.832,17.7831,14.5114,11.8739,9.74689,8.02789,6.63421,5.50001,4.57327,3.81299,3.18686,2.66932,2.2401,1.88306,1.58523,1.33621,1.12753,0.952346,1107.59,2046.15,2811.05,3433.9,3941.63,4356.47,4696.43,4975.95,5206.54,5397.4,5555.86,5687.8,5797.93,5890.08,5967.34,6032.23,6086.81,6132.79,6171.57,6204.31,9207.06,8388.51,7548.55,6724.39,5941.07,5213.81,4550.44,3953.56,3422.18,2953.12,2541.84,2183.2,1871.84,1602.51,1370.23,1170.4,998.833,851.79,725.942,618.364
