# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = sblrc_blr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = sblrc-blr.data.R
# init = 2 (Default)
# random
#   seed = 1540963
# output
#   file = mpi.2.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
-8911.37,1,0.00195312,1,1,0,220266,1.6666,1.10892,0.88952,1.47221,1.49343,11.1482
-8911.37,0,14.3855,0,1,1,8912.36,1.6666,1.10892,0.88952,1.47221,1.49343,11.1482
-8911.37,0,2.43117,0,1,1,8917.65,1.6666,1.10892,0.88952,1.47221,1.49343,11.1482
-8911.37,0,0.239791,0,1,1,8911.57,1.6666,1.10892,0.88952,1.47221,1.49343,11.1482
-8911.37,0,0.0186273,0,1,1,8914.34,1.6666,1.10892,0.88952,1.47221,1.49343,11.1482
-6374.3,1,0.00130482,2,3,0,8836.99,1.62318,1.13784,0.937245,1.45084,1.46616,11.7931
-1799.5,1,0.00189104,2,3,0,6223.13,1.46268,1.21174,1.10707,1.36534,1.37432,13.7836
-1529.15,1,0.00305706,1,1,0,1780.67,1.44428,1.22197,1.12969,1.35488,1.36334,13.9615
-612.036,1,0.00530085,4,15,0,1400.81,1.2549,1.29561,1.30684,1.27678,1.26418,15.1456
-582.204,1,0.00961161,1,1,0,608.894,1.25891,1.25608,1.29756,1.27267,1.25632,15.4045
-498.147,0.25,0.0179176,2,4,1,578.58,1.21062,1.19506,1.20201,1.21312,1.20281,15.8955
