# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = sblrc_blr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = sblrc-blr.data.R
# init = 2 (Default)
# random
#   seed = 1540963
# output
#   file = 3.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
-1.13526e+07,1,6.10352e-05,1,1,0,4.01318e+08,-0.813616,-1.62017,-1.72602,-1.22789,-1.30818,0.62645
-1.13526e+07,0,14.3855,0,1,1,1.13526e+07,-0.813616,-1.62017,-1.72602,-1.22789,-1.30818,0.62645
-1.13526e+07,0,2.43117,0,1,1,1.13526e+07,-0.813616,-1.62017,-1.72602,-1.22789,-1.30818,0.62645
-1.13526e+07,0,0.239791,0,1,1,1.13526e+07,-0.813616,-1.62017,-1.72602,-1.22789,-1.30818,0.62645
-1.13526e+07,0,0.0186273,0,1,1,1.13526e+07,-0.813616,-1.62017,-1.72602,-1.22789,-1.30818,0.62645
-1.13526e+07,0,0.00130482,0,1,1,1.13526e+07,-0.813616,-1.62017,-1.72602,-1.22789,-1.30818,0.62645
-9.27488e+06,1,8.85015e-05,1,1,0,1.1167e+07,-0.830082,-1.59914,-1.70925,-1.23007,-1.29804,0.684632
-6.29253e+06,1,0.000135987,1,1,0,8.8229e+06,-0.860406,-1.559,-1.67683,-1.23371,-1.27896,0.812632
-3.01366e+06,1,0.000228818,2,3,0,5.54203e+06,-0.912816,-1.48344,-1.61594,-1.23753,-1.24378,1.12934
-1.00034e+06,1,0.000408639,3,15,0,2.47428e+06,-0.975944,-1.37634,-1.52556,-1.23396,-1.19348,1.86817
-292511,1,0.000758439,1,1,0,806254,-1.01656,-1.26993,-1.43064,-1.21357,-1.14062,3.31958
-81714.9,1,0.00144197,3,7,0,234239,-1.02312,-1.17442,-1.34444,-1.17429,-1.09077,6.08885
-22310.5,1,0.00278004,2,3,0,65139.5,-1.00383,-1.09336,-1.26551,-1.12267,-1.03217,11.3785
-6253.18,1,0.00539629,1,1,0,17800.9,-0.954275,-1.03314,-1.18557,-1.0732,-0.970568,21.4282
-2049.64,1,0.0104922,1,1,0,5050.68,-0.908943,-0.961891,-1.12656,-1.0059,-0.918016,40.1704
-960.567,1,0.0203599,2,7,0,1757.61,-0.857595,-0.868965,-1.03549,-0.929917,-0.855678,77.5501
-808.76,1,0.0393257,2,3,0,901.309,-0.801498,-0.771917,-0.935907,-0.925849,-0.810818,124.621
-808.76,8.98584e-09,0.0754671,2,3,0,817.194,-0.801498,-0.771917,-0.935907,-0.925849,-0.810818,124.621
-806.221,0.999996,0.00693959,4,15,0,809.519,-0.810043,-0.74821,-0.926014,-0.888918,-0.797928,125.185
-802.981,0.981153,0.0134211,4,15,0,809.826,-0.735737,-0.717024,-0.90706,-0.922837,-0.723071,129.897
-774.1,0.92438,0.0243198,3,7,0,807.204,-0.52736,-0.590053,-0.804239,-0.542591,-0.517091,122.358
-770.218,0.807446,0.0369415,2,3,0,777.867,-0.49365,-0.577521,-0.709275,-0.578057,-0.582174,116.76
-758.232,0.763145,0.0395873,4,15,0,771.737,-0.459625,-0.513043,-0.602315,-0.481357,-0.493503,113.562
-725.511,0.765976,0.0372801,3,7,0,760.984,-0.267672,-0.29985,-0.34272,-0.327513,-0.22682,108.143
-704.664,0.857251,0.0354508,2,3,0,728.586,-0.140297,-0.149227,-0.261293,-0.182732,-0.108082,93.0181
-701.622,0.746099,0.0438118,2,3,0,706.933,-0.0531807,-0.112808,-0.212267,-0.192968,-0.129377,99.4429
-505.323,0.604097,0.0393896,3,8,1,699.406,0.890174,0.85798,0.890077,0.912965,0.862857,44.7474
-506.469,0.635024,0.0238142,3,7,0,510.266,0.852613,0.894008,0.919423,0.906382,0.850472,44.0368
-497.994,0.828123,0.0158292,2,3,0,511.506,0.940099,0.912901,0.852115,0.860951,0.922372,40.6931
-485.886,0.940193,0.0180591,3,7,0,500.615,0.873058,0.906709,0.933298,0.943679,0.891338,36.5053
-485.886,0.000848147,0.0279444,2,3,0,491.409,0.873058,0.906709,0.933298,0.943679,0.891338,36.5053
-480.973,0.99265,0.00334787,5,31,0,489.608,0.971425,0.939684,0.882786,0.898345,0.949331,34.8712
-453.345,0.997582,0.00600628,4,15,0,485.857,1.00059,1.03907,1.00589,1.00987,1.01834,29.4733
-441.178,0.861098,0.0108145,3,7,0,456.822,1.03125,1.01899,1.01829,1.03029,1.01445,26.6416
-441.178,0.507406,0.0134324,2,3,0,445.771,1.03125,1.01899,1.01829,1.03029,1.01445,26.6416
-440.838,0.997538,0.00655931,4,15,0,441.665,1.03139,1.02049,1.01994,1.02334,1.01641,26.653
-442.426,0.880674,0.0116328,3,7,0,444.396,1.0033,1.01704,1.01728,1.0138,1.02006,27.0628
-420.735,0.492895,0.0151075,4,15,0,444.457,1.02286,1.03004,1.02378,1.01051,1.02911,21.6821
-420.586,0.959587,0.00721623,2,7,0,423.263,1.03059,1.01812,1.02481,1.0174,1.02645,21.8644
-420.021,0.524262,0.0114514,2,3,0,424.502,1.03095,1.01759,1.0086,1.0299,1.02121,21.5305
-420.232,1,0.00599808,3,7,0,421.026,1.02992,1.01698,1.00719,1.02459,1.0254,21.6037
-412.363,0.604825,0.0104725,2,7,0,425.104,1.01024,1.01824,1.02711,1.00167,1.00437,19.8683
-410.259,0.937232,0.00677096,2,3,0,413.794,1.00183,1.01137,1.0218,1.0086,1.01308,19.7552
-408.142,0.518676,0.010026,2,3,0,412.606,1.02182,1.00752,1.0018,1.00519,1.0023,19.2815
-404.234,0.997579,0.00527805,3,7,0,409.333,0.984575,0.999117,1.004,0.998761,1.00254,18.5319
-389.63,0.419594,0.00901605,3,14,1,407.884,0.997921,1.00849,1.01749,0.997907,1.00931,15.9139
-385.608,0.950307,0.00376849,3,7,0,393.386,1.0163,1.00193,0.999922,1.01758,1.00792,15.3062
-371.093,0.628691,0.00571338,4,28,1,390.094,0.978597,0.98379,0.969058,0.971095,0.983016,13.1074
-368.092,0.989144,0.00399338,4,15,0,372.857,0.992518,0.986003,0.996253,0.998165,0.987261,12.948
-366.827,0.985731,0.00659538,3,7,0,368.96,0.994589,0.994721,0.99139,0.993981,0.99484,13.0462
-366.827,0.0252446,0.0107305,1,1,0,368.27,0.994589,0.994721,0.99139,0.993981,0.99484,13.0462
-368.312,0.990492,0.0018298,4,15,0,368.766,0.997777,0.988965,0.997556,0.994654,0.993923,13.169
-368.091,0.998444,0.00301475,5,31,0,369.784,1.00525,1.00349,0.997782,1.00677,1.00028,13.1461
-370.152,0.744467,0.00502529,4,15,0,373.662,0.988756,0.984375,0.974385,0.987781,0.987585,13.2296
-363.362,0.859491,0.00464333,4,15,0,374.072,1.02256,1.00972,1.01781,1.00864,1.01603,12.2379
-361.201,0.725743,0.00558235,3,7,0,366.953,1.00699,1.01767,1.0148,1.00223,1.012,11.8943
-350.161,0.863185,0.0049429,4,15,0,363.535,0.982612,0.979042,0.976164,0.979362,0.980437,10.8182
-346.915,0.504984,0.00597338,2,7,0,353.799,0.991132,0.985369,0.988626,0.984992,0.989623,10.5751
-335.423,0.725251,0.00322774,4,23,0,358.434,0.987686,0.993929,0.998941,0.988832,0.985281,9.07659
-330.535,0.984385,0.0028687,4,23,0,338.069,1.00294,1.01223,1.01613,1.01008,1.00915,8.68791
-329.515,0.764736,0.00452945,2,3,0,332.325,1.01452,1.01422,1.01036,1.00605,1.01067,8.69266
-328.384,1,0.0043862,2,3,0,329.734,1.01097,1.01424,1.00736,1.01088,1.01223,8.67604
-328.384,0.000328327,0.00710682,1,3,0,330.768,1.01097,1.01424,1.00736,1.01088,1.01223,8.67604
-326.716,0.984497,0.00130209,4,15,0,330.5,1.01353,1.0096,1.01071,1.01212,1.00905,8.58044
-329.025,0.884156,0.00204217,3,7,0,330.397,1.01824,1.00995,1.01489,1.00661,1.0096,8.5469
-330.665,0.99908,0.00256765,4,15,0,332.79,1.02828,1.02236,1.02207,1.01832,1.01915,8.43586
-329.45,0.501863,0.00411593,2,3,0,335.117,1.01273,1.02146,1.01972,1.02421,1.01408,8.38413
-327.157,0.993361,0.00228,3,7,0,331.411,1.01245,1.01871,1.0196,1.02031,1.01593,8.36022
-323.512,0.968382,0.00359299,3,7,0,328.051,1.00672,1.01174,1.0141,1.01328,1.0091,8.20474
-321.946,0.53653,0.00534471,3,7,0,326.085,0.993091,1.00221,0.99616,0.994169,0.995287,8.12765
-315.338,0.798589,0.00320746,5,31,0,325.275,0.997028,1.00375,1.00281,1.0053,1.0011,7.59544
-317.505,0.798256,0.00333779,2,7,0,319.077,1.00753,0.998929,0.998333,0.996854,1.00567,7.65704
-314.493,0.861833,0.00346888,2,3,0,319.163,0.99927,1.00279,1.00088,0.997665,0.999182,7.63479
-314.493,0.101727,0.00410681,1,1,0,318,0.99927,1.00279,1.00088,0.997665,0.999182,7.63479
-314.249,0.997883,0.00102296,4,15,0,315.454,1.00185,1.00105,1.00172,0.999334,1.00253,7.65142
-310.355,0.919515,0.0016046,5,39,0,318.264,0.988642,0.998976,0.995956,0.992982,0.992287,7.09343
-313.076,0.862852,0.00213699,2,3,0,314.157,0.984742,0.998245,0.995266,0.992172,0.993882,7.0998
-308.462,1,0.00253081,2,3,0,313.794,0.997819,0.99222,0.990492,0.993164,0.991866,7.14099
-310.875,0.529654,0.00393968,3,7,0,312.468,0.993979,0.99791,1.0007,0.995294,0.990741,7.15892
-308.532,0.993583,0.00238614,2,7,0,312.44,0.996759,0.996828,0.994429,0.994242,0.993777,7.21021
-308.391,0.906485,0.00365129,2,7,0,310.295,0.999029,0.994352,0.992996,0.99344,0.996507,7.1682
-308.391,0.375713,0.0046829,1,3,0,311.043,0.999029,0.994352,0.992996,0.99344,0.996507,7.1682
-306.94,0.999751,0.00210718,4,15,0,309.056,0.997198,0.992967,0.993034,0.993683,0.994976,7.08887
-295.393,0.773841,0.00324405,4,23,0,312.428,0.996741,0.996024,0.994873,0.993733,0.992764,6.27122
-294.489,0.811684,0.00320124,4,15,0,297.347,1.00509,1.00121,1.00101,1.00441,1.00547,6.17707
-291.53,0.860065,0.00339963,4,15,0,299.085,0.991872,0.994961,0.99309,0.992761,0.993959,6.00539
-283.261,0.530725,0.00396122,4,15,0,294.499,0.99115,0.992989,0.989658,0.991574,0.994859,5.4399
-284.61,0.940163,0.00244612,2,3,0,285.337,0.995439,0.986867,0.991292,0.990442,0.990184,5.44218
-279.716,0.712662,0.00332186,4,15,0,287,1.00226,1.00096,1.00318,0.998236,0.996889,5.21569
-281.748,0.557898,0.00291554,4,15,0,285.632,1.00347,1.00275,1.00204,1.00894,1.00177,5.28719
-278.964,0.968191,0.00190972,3,15,0,283.172,1.00313,1.00369,1.00341,0.999311,1.00272,5.24093
-257.36,0.675008,0.00272503,5,39,1,281.049,0.99718,0.999699,0.99849,1.002,1.00069,4.11084
-253.093,0.971842,0.00223298,3,15,0,259.113,0.999394,0.994376,0.996739,0.994571,0.997937,3.95826
-253.093,0.00107346,0.0031951,2,5,0,256.239,0.999394,0.994376,0.996739,0.994571,0.997937,3.95826
-254.717,0.902472,0.00074578,3,15,0,258.668,0.998034,0.995935,0.997504,1.00075,1.00117,3.95145
-252.295,0.989509,0.000939405,3,7,0,256.916,0.997752,0.999506,1.00113,0.999204,0.999439,3.94927
-250.018,0.980578,0.00138693,3,7,0,253.071,0.997694,0.998095,0.996842,0.997882,0.997881,3.91668
-252.43,0.462763,0.00200737,2,3,0,253.561,0.999174,0.994516,0.99786,0.994323,0.996546,3.9251
-234.584,0.914308,0.00112081,6,63,0,255.652,1.00189,1.0031,1.00016,1.0022,1.0029,3.24365
-234.653,0.9105,0.00143379,3,7,0,236.021,1.00295,0.999724,1.00236,1.00171,0.999866,3.24812
-234.653,3.96332e-15,0.232651,1,1,0,240.7,1.00295,0.999724,1.00236,1.00171,0.999866,3.24812
-234.653,0,0.543255,0,1,1,235.084,1.00295,0.999724,1.00236,1.00171,0.999866,3.24812
-229.689,0.900903,0.0535646,3,7,0,241.589,1.00301,0.999044,0.997464,0.998081,0.998744,3.0254
-203.205,0.998196,0.0428408,4,15,0,233.734,0.999831,1.00075,1.00227,1.00233,1.00151,2.13696
-196.175,0.861175,0.0565579,2,3,0,205.83,1.00386,1.0029,1.00089,1.00206,1.00163,2.00904
-170.484,0.746451,0.0577416,4,15,0,200.556,0.998558,0.998921,0.999557,0.997746,0.998511,1.13755
-168.591,0.923188,0.0443581,2,7,0,173.843,1.00107,0.998475,0.997652,0.999731,0.998538,1.16925
-166.584,0.800283,0.06095,2,3,0,169.304,1.00043,0.999866,0.998215,0.998502,0.998551,1.15674
-169.062,0.541082,0.0588967,2,7,0,171.285,1.00143,0.99835,0.999627,0.998705,0.99908,1.09009
-167.147,1,0.0255432,3,7,0,169.835,0.999798,1.00052,0.998949,1.00068,0.999977,1.07307
-165.958,0.350722,0.0477779,4,19,0,172.628,0.999721,1.00018,0.998791,1.00004,0.998471,1.00993
-165.204,0.997079,0.0116097,5,47,0,168.34,1.00057,0.998423,0.999166,0.999551,0.999788,0.978794
-164.059,0.949515,0.0219426,3,15,0,168.18,1.00071,0.999853,0.999744,1,0.999022,0.983075
-166.736,0.45934,0.0357953,4,23,0,171.768,0.999989,0.999908,0.998336,1.00031,0.998248,1.04056
-163.948,1,0.0126612,3,7,0,168.137,0.999728,0.999912,0.998547,0.999272,0.998443,1.04446
-164.076,1,0.024315,3,15,0,166.697,0.998493,0.996849,0.997149,0.997625,0.997484,1.10172
-164.82,0.687631,0.046436,3,7,0,166.454,0.999144,0.996925,0.99689,0.997693,0.997727,1.12057
-167.438,0.767982,0.0339147,4,19,0,169.261,0.999655,1.00003,0.998883,1.00076,0.99918,0.983177
-167.17,0.95914,0.031805,2,3,0,170.081,1.00101,0.998956,0.999265,0.998462,0.999588,0.970593
-165.577,0.0770503,0.0531155,4,15,0,171.569,1.00023,0.999031,0.997375,0.999437,0.998659,1.16446
-164.96,0.999411,0.00634788,5,31,0,167.2,0.999614,0.999267,0.999507,0.998985,0.999175,1.14579
-165.266,0.997992,0.0120256,5,63,0,168.004,1.00103,1.00117,1.00003,1.00083,1.00064,1.06126
-165.304,0.924857,0.0224649,4,23,0,168.096,0.998223,0.998316,0.996968,0.997507,0.998251,1.10996
-162.828,0.953375,0.0335939,2,7,0,167.357,0.998951,0.998259,0.997356,0.998607,0.998082,1.10035
-162.263,0.609863,0.0541907,3,15,0,164.492,0.999574,0.998085,0.998136,0.998273,0.998214,1.02188
-162.084,0.702577,0.0325041,2,3,0,165.999,0.999293,0.99808,0.998027,0.99846,0.998478,1.03689
-170.427,0.48026,0.0255795,2,3,0,172.225,1.00039,0.99953,0.99667,0.998037,0.998722,1.05
-168.157,0.996978,0.0108269,4,15,0,173.892,0.998781,0.997284,0.998787,0.999136,0.998464,1.09702
-163.152,0.977521,0.0196089,2,7,0,170.267,0.999617,0.998194,0.997731,0.999065,0.998352,1.10207
