# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = arK_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = arK.data.R
# init = 2 (Default)
# random
#   seed = 4809463
# output
#   file = mpi.1.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
-279.297,1,0.0625,2,3,0,310.854,0.131107,1.63742,1.705,1.76975,-0.281715,1.28629,2.74101
-279.297,0,14.3855,0,1,1,281.62,0.131107,1.63742,1.705,1.76975,-0.281715,1.28629,2.74101
-279.297,0,2.43117,0,1,1,283.279,0.131107,1.63742,1.705,1.76975,-0.281715,1.28629,2.74101
-279.297,2.0348e-90,0.239791,1,1,0,282.339,0.131107,1.63742,1.705,1.76975,-0.281715,1.28629,2.74101
-254.501,0.917806,0.0186273,4,15,0,282.221,0.0567026,1.50027,1.70311,1.54402,-0.466053,1.23596,2.31903
62.7704,0.870684,0.0201345,4,15,0,250.877,0.0149483,0.590429,0.599782,0.429431,-0.982909,0.0103577,0.685034
217.666,1,0.0211444,3,7,0,-67.3853,-0.0384091,0.454005,0.640813,0.494615,-0.917206,0.250865,0.193126
217.666,1.7551e-13,0.0355786,1,3,1,-214.288,-0.0384091,0.454005,0.640813,0.494615,-0.917206,0.250865,0.193126
230.421,0.998187,0.00272687,6,63,0,-212.147,-0.0227831,0.550142,0.724931,0.530196,-0.818374,-0.104833,0.203992
236.485,0.999496,0.00490041,4,15,0,-229.502,0.0220531,0.51649,0.676108,0.53495,-0.751641,-0.0637636,0.196666
264.551,0.965232,0.0091121,5,63,0,-232.356,0.0167574,0.724127,0.458549,0.0837332,-0.322571,-0.0434532,0.146879
268.138,0.99466,0.0154786,4,15,0,-262.485,-0.0136956,0.679736,0.612948,0.0558992,-0.267671,-0.16038,0.152025
268.138,5.86257e-07,0.0291355,1,3,1,-263.901,-0.0136956,0.679736,0.612948,0.0558992,-0.267671,-0.16038,0.152025
272.065,1,0.00243405,6,63,0,-267.417,-0.0122008,0.63308,0.520529,0.0805587,-0.11315,-0.217141,0.153439
271.183,0.988054,0.00475336,6,63,0,-268.984,0.0102996,0.596551,0.431542,0.235577,0.00580067,-0.355233,0.15179
267.959,0.881751,0.0089331,3,15,0,-265.8,-0.024029,0.625364,0.422711,0.255859,0.0193623,-0.420965,0.165986
270.614,0.98981,0.0120605,5,31,0,-264.838,0.00401785,0.625975,0.515848,0.0895765,0.0715753,-0.428098,0.139473
270.614,0.000997461,0.0226324,1,3,1,-266.351,0.00401785,0.625975,0.515848,0.0895765,0.0715753,-0.428098,0.139473
271.167,0.997309,0.00210706,7,127,0,-269.033,0.00576249,0.740061,0.321728,0.173163,-0.11113,-0.247615,0.157565
270.332,0.957135,0.0040811,6,127,0,-266.511,0.0158149,0.649379,0.442992,0.0655174,0.10279,-0.394038,0.145436
270,0.947014,0.00695186,4,23,0,-265.301,-0.0279546,0.692881,0.451435,0.115175,0.0252709,-0.371265,0.152549
272.774,0.788866,0.0114094,2,7,0,-266.819,0.00978647,0.658556,0.45864,0.115332,0.0276478,-0.341558,0.152188
270.363,0.790407,0.011694,4,31,0,-268.792,0.0139457,0.653354,0.431426,0.129854,-0.0564443,-0.299901,0.139644
269.803,0.9564,0.0120449,3,15,0,-267.994,-0.0227822,0.665324,0.466936,0.149098,-0.0607058,-0.282806,0.14366
269.122,0.139367,0.02002,4,15,0,-265.377,0.0104111,0.673743,0.473584,0.104659,-0.102146,-0.30417,0.139838
268.03,0.990337,0.00319718,6,95,0,-265.187,0.0115348,0.714256,0.427765,0.0449083,-0.0169478,-0.335773,0.144668
272.666,1,0.00587118,3,7,0,-267.834,0.00511795,0.725801,0.435952,0.053628,-0.0154954,-0.324995,0.143489
271.386,0.982225,0.0109681,4,15,0,-271.155,-0.00702414,0.753323,0.448512,0.0779536,-0.00783753,-0.34048,0.14182
270.449,0.0496309,0.0192992,3,15,0,-265.846,0.0156904,0.652345,0.442844,0.123141,-0.134352,-0.202261,0.156489
268.385,0.993893,0.00256074,7,127,0,-266.07,-0.0206313,0.582922,0.551537,0.121192,0.0558646,-0.446956,0.144195
270.627,0.998907,0.00466552,6,63,0,-266.726,0.0224667,0.666401,0.444208,0.139073,-0.116519,-0.242445,0.156795
270.615,0.90925,0.00853187,5,31,0,-265.716,0.0149244,0.707589,0.328516,0.157993,0.0391388,-0.347871,0.138491
270.967,0.966657,0.0121335,3,7,0,-269.288,0.0122541,0.707677,0.329203,0.159378,0.0713009,-0.370213,0.139127
271.434,0.0811995,0.0199998,4,15,0,-269.266,-0.00698886,0.735228,0.350101,0.155514,0.0524004,-0.373418,0.139201
270.098,0.997672,0.00312833,7,127,0,-268.323,-0.00932671,0.654587,0.513708,0.050788,-0.138533,-0.204674,0.136926
273.372,0.996706,0.00560907,5,31,0,-268.06,0.00131061,0.674602,0.475597,0.093269,-0.0571004,-0.262618,0.151102
272.783,0.899083,0.00993823,4,31,0,-270.329,-0.00411611,0.689836,0.360061,0.183716,-0.0633186,-0.296453,0.149581
271.65,0.92396,0.0135532,5,31,0,-268.846,0.00860508,0.686597,0.434346,3.9659e-05,0.0201408,-0.261898,0.144138
270.881,0.0309064,0.0196052,3,15,0,-268.132,0.00733701,0.669999,0.443103,-0.00374739,0.0352026,-0.280012,0.145763
