# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = eight_schools.data.R
# init = 2 (Default)
# random
#   seed = 1919300
# output
#   file = 3.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_trans.1,theta_trans.2,theta_trans.3,theta_trans.4,theta_trans.5,theta_trans.6,theta_trans.7,theta_trans.8,mu,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
-13.4935,1.15791e-11,2,1,1,0,15.8703,-1.41387,1.10682,-1.27528,1.96661,-1.18544,-0.45601,-1.98234,0.710066,-0.677682,0.207149,-0.970562,-0.448406,-0.941855,-0.270301,-0.923244,-0.772144,-1.08832,-0.530593
-13.4935,0,2.33506,0,1,1,17.9525,-1.41387,1.10682,-1.27528,1.96661,-1.18544,-0.45601,-1.98234,0.710066,-0.677682,0.207149,-0.970562,-0.448406,-0.941855,-0.270301,-0.923244,-0.772144,-1.08832,-0.530593
-6.86072,0.967569,0.230236,4,15,0,18.5881,2.51417,0.659604,-0.364784,-0.470158,-0.0040876,0.459218,0.922652,0.0254033,-1.67341,20.0035,48.6189,11.521,-8.97037,-11.0782,-1.75518,7.51256,16.7829,-1.16526
-8.7833,0.938115,0.219939,4,15,0,13.8174,0.619456,-1.32517,1.6203,1.0433,0.584107,-0.545932,0.665375,1.4249,-0.590951,1.00865,0.0338638,-1.92758,1.04336,0.461377,-0.00179152,-1.14161,0.0801799,0.846271
-6.5094,0.996099,0.247719,4,15,0,11.3539,0.0242379,0.476901,-0.418487,-0.275867,-0.619899,0.883851,1.4688,-0.674032,-0.068024,16.7805,0.338701,7.93464,-7.09047,-4.69722,-10.4703,14.7635,24.5792,-11.3786
-6.75188,1,0.378452,4,15,0,10.0629,-0.483713,0.262978,-0.575735,0.543108,-1.12241,0.75868,1.20503,0.521376,-2.74439,10.7433,-7.94106,0.0808573,-8.92968,3.09038,-14.8028,5.40633,10.2016,2.8569
-6.75188,1.55142e-12,0.639139,2,3,0,14.8458,-0.483713,0.262978,-0.575735,0.543108,-1.12241,0.75868,1.20503,0.521376,-2.74439,10.7433,-7.94106,0.0808573,-8.92968,3.09038,-14.8028,5.40633,10.2016,2.8569
-9.09571,0.998857,0.050622,6,63,0,11.7292,1.90433,0.416488,-1.12158,0.0647276,0.682432,-1.53575,-0.38301,0.732776,-2.44065,1.7221,0.83879,-1.72342,-4.37213,-2.32919,-1.26544,-5.08538,-3.10024,-1.17874
-10.1261,0.998966,0.0898646,5,31,0,13.0562,1.56608,2.10036,-0.471393,-0.533934,0.82045,-1.15893,-0.32635,1.50661,-2.48079,2.47557,1.39614,2.71878,-3.64775,-3.80258,-0.44971,-5.34981,-3.28869,1.24893
-8.18046,0.999987,0.164652,5,31,0,14.344,0.11233,-1.10178,0.759449,1.10294,-0.7633,1.16945,1.93674,-1.44188,0.156133,5.05964,0.724481,-5.4185,3.99867,5.73662,-3.70589,6.07311,9.95531,-7.13927
