# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = arK_arK_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 400
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = arK-arK.data.R
# init = 2 (Default)
# random
#   seed = 4220681
# output
#   file = 3.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
-213.724,1.091e-25,0.125,1,1,0,217.307,-0.665152,1.58668,-1.98146,-1.63131,1.13947,1.91236,2.83498
-213.724,0,2.33506,0,1,1,215.052,-0.665152,1.58668,-1.98146,-1.63131,1.13947,1.91236,2.83498
-213.724,0,0.230236,0,1,1,219.711,-0.665152,1.58668,-1.98146,-1.63131,1.13947,1.91236,2.83498
-107.074,0.998694,0.0166944,3,7,0,217.154,-0.49228,1.45913,-2.00829,-1.52235,1.14521,1.92444,1.47273
-76.8204,1,0.0185579,3,7,0,108.835,-0.414839,1.42897,-2.01804,-1.48546,1.2002,1.84084,1.18596
-27.1739,0.877177,0.0256257,3,7,0,79.5318,0.0258454,1.30457,-1.91533,-1.49844,1.19249,1.90177,0.72641
-29.7696,0.833519,0.0276306,4,31,1,35.1871,0.0627199,1.26843,-1.83241,-1.60257,1.11948,1.96646,0.755155
-26.8067,0.929318,0.0278139,3,7,0,32.9605,-0.028505,1.29629,-1.80341,-1.50059,1.0801,1.99382,0.751466
-25.5739,0.865208,0.039454,2,3,0,29.0581,-0.0879841,1.30332,-1.79515,-1.50835,1.03697,1.9957,0.718036
-21.6082,0.883847,0.0471949,2,3,0,27.2349,-0.0543707,1.29541,-1.74298,-1.51248,1.02032,1.91451,0.752427
-11.3896,0.672993,0.0610687,2,3,0,23.8225,0.0475971,1.41488,-1.69775,-1.52166,0.975136,1.8757,0.646481
106.435,0.852394,0.0411246,3,7,0,13.1548,0.0587363,2.45783,-0.960997,-1.26143,0.0471178,0.849779,0.378047
106.435,0.164758,0.0493107,2,5,1,-103.829,0.0587363,2.45783,-0.960997,-1.26143,0.0471178,0.849779,0.378047
111.823,0.999053,0.00688934,4,15,0,-103.811,-0.0311063,2.46132,-0.977653,-1.21735,0.0260093,0.796982,0.36261
118.827,0.982141,0.0133378,3,7,0,-110.523,0.0412676,2.35828,-0.918482,-1.18155,-0.0389845,0.756761,0.33491
123.045,0.979233,0.0244514,2,7,0,-115.918,0.0328815,2.33439,-0.875309,-1.12148,-0.0192695,0.753851,0.332473
141.421,0.221211,0.0442489,3,7,0,-118.93,-0.027996,2.14981,-0.827506,-0.913721,-0.00645318,0.533461,0.295686
147.114,0.988787,0.00786352,4,15,0,-138.35,0.0494593,2.12174,-0.753921,-0.855,0.0869332,0.454316,0.291579
159.84,0.968706,0.0147288,4,15,0,-142.476,0.0441113,2.06787,-0.568682,-0.736517,-0.0173342,0.314944,0.2665
168.661,0.610952,0.0257719,3,7,0,-155.147,-0.0277863,1.94584,-0.542564,-0.668255,-0.0961671,0.29481,0.276557
181.33,0.961855,0.0154045,3,7,0,-166.621,0.0227766,1.86137,-0.433304,-0.580813,-0.0957077,0.271949,0.246015
197.478,0.310785,0.0262409,3,7,0,-177.107,-0.0128835,1.72225,-0.376988,-0.409677,-0.0992735,0.121744,0.229351
202.861,0.954842,0.00657593,4,15,0,-193.534,0.00460607,1.63583,-0.351657,-0.424028,-0.0778246,0.134113,0.223046
220.649,0.996695,0.0109772,4,15,0,-199.839,-0.0118512,1.41279,-0.335149,-0.206872,-0.0192118,0.101607,0.196378
