# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = dawid_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = examples/dawid/caries_dump.R
# init = 2 (Default)
# random
#   seed = 1906488832 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# chains
#   n_chains = 8
# num_threads = 20
# stanc_version = stanc3 a7f4b745
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,logit_pi,logit_alpha.1.1,logit_alpha.2.1,logit_alpha.3.1,logit_alpha.4.1,logit_alpha.5.1,logit_alpha.1.2,logit_alpha.2.2,logit_alpha.3.2,logit_alpha.4.2,logit_alpha.5.2
# Adaptation terminated
# Step size = 0.217385
# Diagonal elements of inverse mass matrix:
# 0.0044622, 0.05294, 0.00330957, 0.0049993, 0.00158049, 0.059081, 0.00333776, 0.0149448, 0.00193299, 0.00185976, 0.00288917
-7467.68,0.998856,0.217385,5,31,0,7470.99,-1.4089,-4.3572,-2.14667,-4.31313,-3.22107,-0.790803,-0.472419,0.954912,0.322685,-0.14644,2.3701
-7467.53,0.995706,0.217385,4,15,0,7470.83,-1.45455,-4.39851,-2.20017,-4.14303,-3.16521,-0.81902,-0.267339,0.935628,0.566511,-0.0327777,2.35741
-7468.48,0.989044,0.217385,4,15,0,7472.98,-1.43581,-4.67926,-2.10207,-4.18251,-3.15167,-0.749089,-0.391122,0.988989,0.393068,-0.0297414,2.45574
-7467.82,0.969498,0.217385,4,15,0,7471.3,-1.45637,-4.59081,-2.22827,-4.02519,-3.35997,-0.873594,-0.243682,0.875226,0.437825,-0.0179733,2.42572
-7469.73,0.96395,0.217385,5,31,0,7474.71,-1.53102,-4.27159,-2.20347,-4.38191,-3.36334,-0.752297,-0.318777,0.844376,0.569523,-0.0660844,2.37657
-7469.61,0.986081,0.217385,4,15,0,7473.69,-1.37826,-4.4491,-2.11932,-4.31844,-3.15137,-0.767594,-0.29541,1.01998,0.551374,-0.076656,2.25427
-7466.96,0.882497,0.217385,5,31,0,7473.76,-1.47949,-4.49854,-2.05672,-4.09694,-3.28245,-0.828461,-0.318261,1.08354,0.535851,0.0273051,2.58856
-7465.2,0.969527,0.217385,4,15,0,7470.64,-1.39758,-4.75415,-2.17534,-4.07117,-3.39905,-0.835467,-0.416262,0.889494,0.410872,-0.0398166,2.34562
-7465.51,0.743804,0.217385,4,15,0,7469.71,-1.36939,-4.46927,-2.18014,-4.51373,-3.55176,-0.831287,-0.361074,0.909957,0.374082,0.0164316,2.32502
-7470.43,0.829848,0.217385,5,31,0,7476.34,-1.40437,-5.04322,-2.17054,-4.11607,-3.51927,-0.783996,-0.268123,1.07145,0.32282,0.0456989,2.30656
-7469.41,0.764086,0.217385,4,15,0,7476.73,-1.46815,-4.40523,-2.19984,-3.84589,-3.3265,-0.783449,-0.455412,0.91831,0.549188,0.0800902,2.37138
-7470.27,0.984888,0.217385,3,15,0,7478.61,-1.50654,-4.37223,-2.20688,-3.81241,-3.33691,-0.776701,-0.207781,1.06541,0.340077,0.131895,2.36505
-7469.34,0.90954,0.217385,4,15,0,7474.8,-1.43933,-4.50489,-2.12657,-4.00014,-3.3883,-0.749523,-0.492462,1.08054,0.516505,-0.0848106,2.3449
-7469.16,0.967071,0.217385,3,15,0,7475.55,-1.44892,-4.42321,-2.15004,-4.05521,-3.31817,-0.762233,-0.334195,0.964659,0.233704,-0.0204981,2.1912
-7469.97,0.989805,0.217385,4,15,0,7472.21,-1.41542,-4.57019,-2.14167,-4.46599,-3.31759,-0.837901,-0.572758,0.875387,0.459839,-0.084759,2.72495
-7470.08,0.957312,0.217385,5,31,0,7479.5,-1.42522,-4.2012,-2.233,-4.39868,-3.44528,-0.777957,-0.349111,1.00825,0.432297,0.179974,2.31111
-7470.69,0.94673,0.217385,4,15,0,7479.52,-1.44182,-4.25487,-2.34502,-4.12951,-3.31091,-0.770086,-0.375945,1.0223,0.509183,-0.0706075,2.17703
-7469.17,0.989953,0.217385,4,15,0,7473.66,-1.44828,-4.53665,-2.26688,-4.2728,-3.31809,-0.75452,-0.458413,1.04068,0.341025,-0.115303,2.1584
-7468.31,0.856601,0.217385,4,15,0,7472.93,-1.37178,-4.55876,-2.28082,-4.17082,-3.30176,-0.806733,-0.533184,0.960022,0.292669,-0.0176629,2.2309
-7470.11,0.998236,0.217385,4,31,0,7472.44,-1.44461,-4.46841,-2.26703,-4.26407,-3.29055,-0.829076,-0.285944,1.0026,0.463279,-0.212755,2.13248
-7469.82,0.959593,0.217385,4,31,0,7476.53,-1.37267,-4.795,-2.19058,-4.20044,-3.47387,-0.726714,-0.327804,0.934816,0.507556,-0.106237,2.25255
-7465.58,1,0.217385,4,15,0,7472.1,-1.43592,-4.58245,-2.16279,-4.1666,-3.44779,-0.778365,-0.41771,0.928828,0.356402,0.0717461,2.33925
-7466.26,0.991995,0.217385,4,15,0,7467.92,-1.45823,-4.36961,-2.11802,-4.1021,-3.3717,-0.86146,-0.456822,0.946469,0.362198,-0.0283375,2.55467
-7470.1,0.980835,0.217385,4,15,0,7473.24,-1.43109,-4.27491,-2.04257,-4.35109,-3.27124,-0.814317,-0.453034,0.824239,0.363705,-0.0350894,2.14847
